Text,Ideation
"i’m so tired of everything. literally everything. too much pains, too much issues, too much heartaches. i just want to die or should i just suicide myself.",2
gonna suicide myself..,2
I have attempted suicide myself and it's good to see that there's hope for those of us who have hit rock bottom. Let's try to get a little bit better every day,0
He made it where I cried and wanted to suicide myself everyday.,1
Why does everyone talk about suicide now?,0
i want fucking suicide now,2
Do I commit suicide now?,1
Im thinking about suicide now,1
I don't wanna die but I'm tired of living,0
"no suicidal shit, but i really wanna die bro",0
"I don’t wanna die, I just want to close my eyes and feel alright.",0
"they wanna dye their hair, but i wanna die tonight",2
I was born black & I will die black.. I just don’t wanna die because I’m black.,0
everybody telling me life is short but i wanna die,2
"no one really wanna die, they just wanted to be saved",0
everyday i wanna die a little more,1
"i wanna die so bad, but i’m too pussy to actually kms",1
"i wanna die, but mom is gonna cry.",1
"no suicidal shit, but i really wanna die in my sleep",0
i wanna die in a state where Allah is happy with me ,0
Bedwars make me wanna die but i still play bedwar,0
i dont wanna die but i dont wanna live like this,0
Ride or die except that there's no ride. I just wanna die,2
I don’t wanna die. i don’t wanna live a lie,0
i really wanna die tonight,2
I don’t wanna die. But sometimes I wish I had never been born at all,0
What would you do if i told you that i wanna die?,1
"Some wanna die, I wanna stay alive...",0
kids be like “i wanna die doing something honorable” and then become a cop,0
I wanna die from old age or natural causes...NOT POLICE BRUTALITY,0
Not a suicidal thought but I really wanna die to escape from corona and my problems.,0
Because we dont wanna die. All they want is a reason to shoot us.,0
I'm always sad. I'm always depressed. I always wanna die. I will always hate myself.,1
I’m not in love with life yet but I am at a point where I don’t wanna die anymore.,0
I'm sick of myself. i just wanna die,2
I have had the biggest headache since I woke up ugh I wanna die,0
Highkey wanna die sometimes,1
"Suicide thoughts come and go like a guest to me. I don't wanna die, I just wanna get relief.",0
I wanna die with you once or twice,0
feels like i wanna die tonight ,1
I wanna die,2
anyway i opened instagram & now i wanna die,1
"Kinda wanna die, kinda dead inside",1
"I wanna die, the only reason that i’m still alive is my mom is making macaroni right now.",1
Wanna have fun but don’t wanna die,0
I still wanna die but got someone to do it with,1
As much as I wanna die at times I realize I have so much to live for.,0
i wanna die so bad,2
"you're probably awake because it's either you wanna be babied or you wanna die, there's really nothing in between",0
"in conclusion, i wanna die",2
"I'm lonely, wanna die",2
kinda wanna sleep kinda wanna die,1
"I wanna get choked, I just wanna die",2
literally no one is social distancing anymore see y’all in the next life since y’all wanna die so badly,0
At this point I’m just convinced y’all wanna die,0
I am a positive person but sometimes I just wanna die. Don't know why?,0
WANNA DIE WANNA DIE WANNA DIE TONIGHT,2
pls pls pls i wanna die,2
i wanna die,2
not being suicidal but I just wanna die,1
Why do this be the hill y'all wanna die on?,0
You ever look at somebody beautiful and think holy fuck I wanna die,0
I don’t wanna die alone right now but I admit I do sometimes,1
"I wanna die, wanna die, wanna die, all right",2
Kinda wanna.... die lol,1
wanna die but dont want my friends to be sad,1
Making each other jealous to the point where you both wanna die,0
Lowkey wanna die but also wanna be successful to repay my parents' sacrifices,0
i wanna die and cry and love all at the same time,1
i wanna die i wanna die i wanna die i wanna die i wanna die i wanna die i wanna die i wanna die i wanna die i wanna die i wanna die i wanna die i wanna die i wanna die i wanna die i wanna die i wanna die i wanna die i wanna die i wanna die i wanna die i wanna die i wanna die,2
"Life is hard. I don’t want to do this anymore. I don’t wanna die, I just want to do something else for a while.",0
I always wanna die (sometimes) but the (sometimes) is silent,1
"Relationships make me wanna die now. like no thanks, I don’t like it",0
she’s so pretty. i wanna die,0
i don't wanna die i just wanna start living my life to the fullest,0
voices in my head are telling me to kill myself,1
I’m sorry if one night I decide to kill myself without saying goodbye. Just know that I really tried to stay.,1
please encourage me to kill myself. i genuinely need it,1
"In this life, I can’t kill myself",0
"thinking about the times I have cried in front of others, and it makes me want to kill myself",0
Should i kill myself?!,1
want to kill myself,2
i’m so unstable. i just want to die. i want to fucking kill myself,2
"i don’t want to die or kill myself, i just want to disappear until i feel okay again.",0
I accidentally uninstalled warzone last night I'm gonna kill myself,0
"If I kill myself, the problem would be gone. ",1
at least gas and smokes have been cheap through all this. I can drive around and slowly kill myself as the rest of the world devolves into chaos.,0
The way you word your tweets makes me want kill myself so bad,0
Allergy season about to make me kill myself,0
Might as well just kill myself,1
I'm going to fucking kill myself. I swear to God,2
"if suicide is legal, i would kill myself 10 years ago",0
i will fucking kill myself,2
MY FUCKING GOD. Ima fucking kill myself dude.,2
I will kill myself rn,2
"if you leave me, Ima kill myself.",0
I literally want to kill myself.,2
do i kill myself now or later?,1
gonna go kill myself real quick...,2
i am honestly tired of living,1
At this point I just wanna die. Hopefully I'll get to clap some cheeks in heaven.,2
At this point I just wanna die.,2
"im ready to commit suicide. i have nobody to actually talk with and i never have for years. nothing is real or matters to me. music cant help me anymore. i dont think i can be helped at this point. i just wanna die, fuck this man",2
"At this point, i just wanna die. I dont wanna live anymore. Im tired because i keep disappointing the one who love me.",2
"I quit. I cant feel any emotions. i cry everyday, and at this point, i just wanna die...",2
At this point I just wanna die. Nothing going anywhere for me. no point of anything,2
at this point I just wanna die. i hate everyone.,2
IM GONNA KILL MYSELF TONIGHT,2
i swear to god i’m gonna kill myself tonight. i’m so sick of this bullshit ass life,2
"i think im gonna kill myself tonight. so, bye",2
I think I'm gonna kill myself tonight. I'm broken and I just can't anymore,2
I'm just gonna kill myself tonight and she won't know as she doesn't have access to this account.,2
Probably gonna kill myself tonight... at least hurt myself.   Who actually gives a shit?,1
Gonna kill myself tonight folks. Loving it,2
Gonna kill myself tonight,2
"I really love my family, but I wanna die.",2
"everybody telling me life is short, but i wanna die",2
i wanna die so bad,2
"i wanna die, death sounds so beautiful rn.",2
suicide is the only thing i can think of,2
suicide is the only thing running through my mind.,2
Suicide is the only thing I really wanna accomplish once I turn 18,2
What is the least painful and effective way to commit suicide? I swear I see no future in me. I just wanna die.,2
My first attempt of suicide is when I first get my lowest scored testpaper.... I got scared on what my parents would say so I got up on my sit and go to the bathroom with scissors on my hand... I was shaking... literally SHAKING and I couldn't stop myself from crying.,0
Thanks for staying up all night with me when I was feeling suicidal. You're a real bro and I'll support you. ,0
"Not saying i'm suicidal, but if the opportunity arose i would let myself die",1
Suicide or drugs are the only way,1
"just decided to cut my hair short a week before my graduation. For the first time i ever feel so confident enough to post my face. As a suicidal and self harmer who hate themselves, this is a big improvement for me ",0
"there’s ways of showing concern for your child’s weight and then there’s insulting their body thinking that by comparing them to a pig is gonna encourage any type of weight loss, too bad mom i self harmed and ended up suicidal and you wondered why tf i needed a psychologist",1
How to commit suicide without feeling pain?,1
"I know, I tried so hard to fought against this suicide thought.",1
"No fucking way, I’m actually going to commit suicide.",2
"I’m 22 and I beat suicide, there was a time that I dead ass hated myself. Now that I’m extremely full of myself and no one can tell me shit ion wanna hear NOTHING about the shit I post 🥳 god bless",0
I want someone to assist me in suicide.,1
i make suicidal jokes because i am a suicidal joke,1
"How much can I take off this lonely world for me?? It’s like you can take me off this world and this timeline literally wouldn’t change, by the way, I’m not feeling suicidal. I’m not questioning my existence",0
My cat stopped 3 suicide attempts of me when  I was younger. I couldn't imagine him being stuck with my family not being able to find me.,0
"too afraid to die, but i’m suicidal.",1
"me killed.  Reality is, marriage is a death trap for men, it is a form of suicide for men.",0
"my head very pain, 10/10 would commit suicide over it",0
i would commit double suicide with him,2
I have nothing to do with my life other than contemplating suicide.,1
I’ll be 40 in August and I was suicidal for as long as I can remember. Took 37 years to find the right meds and 38 years to find the right therapist.,0
"You barely see me talk, that’s because im having suicidal thoughts 💭",1
I am killing myself ,2
I don’t get much help from the hospital when I’m suicidal,0
I don't want to worry you but im having suicidal thoughts.,1
"Last night i came clean with my mother about my depression told her about all my hallucinations, fears, anxieties, social life, not to say but suicidal thoughts, the fact that she was in such a state of shock and empathy was something i never felt before, she cried, we cried,",0
I want to reach out but I don't want to concern anyone that I'm suicidal. Because I'm not gonna do anything. This much I fucking know.,0
i would die for you suicide for you,1
To forget my suicide plan. I don't want it anymore. I don't need it anymore. I want it to get out of my head.  ,0
"my depression and suicidal thoughts are really getting bad again, just feeling super isolated, down and worthless right now. i can’t even find the courage to speak to anyone about it 😐",1
always in my mind...suicide,1
Have you ever thought abt suicide because your life is so boring and the most fun you could have is to experiment and see whats on the other side?,0
Plan on either dying from suicide or a gunfight,1
Maybe suicide is the only choice that one should decide to end this unending misery of existence.,1
I miss Cameron Boyce and it makes me depressed and suicidal,1
"It’s my suicide feelings, that’s all...I mean I really don’t try to argue back with people at all so maybe it’s right????",1
"a huge wave of depression all of a sudden, I love thinking of suicide over a bad decision. But I'm not letting it get me down, I have a dream to chase and people to help. I could care less about me, it's you I care about. 🖤💔",0
today at work our system crashed and i literally spent the entire day doing the most menial shit for minimum wage and i remembered why i was on the edge of being suicidal in my early 20s,0
I’m not suicidal but there are days I pray I don’t wake up the next day.,0
The suicide chat line I was waiting to get into failed and kicked me out of the queue because I had an ads blocker on.,0
I was suicidal but somehow managed to constantly be doing stuff... i dont understand... why are brains so weird,0
"To all the days I was depressed and suicidal, I’M NEVER RETURNING TO THAT DARK PLACE 🙏🏽",0
Is suicide an option?🤔,1
"Anyway I decided to write all this on Twitter because I was too much of a wuss to call a suicide hotline, and I didn't wish to unburden all this on someone. I also feel incapable of expressing just how destroyed I feel. So it's out here for all people to see.",1
"This month I need some help making my insurance payment so I can get access to professional grief counseling. Honestly I haven't been doing well since my best friend committed suicide, and can't handle it alone. Anything helps.",0
"So you wanna tell me I can have an unstable self-image, impulsive behaviors, suicidal behaviors, periods of emotional intensity, uncontrollable anger. Feeling empty and dissociating AND I STILL NEED TO STUDY FOR SCHOOL? MY LIFE IS ALREADY FUCKED!!!",1
"Feeling: suicidal, might eat a Popeyes biscuit and wash it down with McDonald's sprite",1
Battling suicidal thoughts is really like fighting a big ass bully every single night and it’s some bullshit. I be beating his ass but phew. I’m tired,1
I have been suffering severe physical body pains and severe mental suicidal pains from last 3 months… I am tired from all day physiatrics and motivational podcasts sessions… I thought if I would talk with my friends then I would feel better,0
"We aren't accepted within this society, and we are not accepted in trans communities. not really. it feels like we have nothing. i think there's been a study out there that shows trans men out of other trans groups have a higher rate of suicide. we have huge isolation problems",0
do you think it’s good to start your day with suicidal thought????,0
Writing “I was not cut out for this life shit” on my suicide note,1
i love you too! just wanted to say thank you. you have helped me through soo much! the last year i have been very suicidal and mentally unstable so a lot of stuff has gone down but when i was at my lowest i found your channel and you genuinely made me happy,0
"Not on some suicidal shit but I really don’t wanna fucking live anymore..... if I catch the Corona, ima barricade myself in my room and die. :) anyways goodnight everyone. ❤️",1
I talked someone out of suicide yesterday and here I am considering it. I guess we are just suicidal kids telling other suicidal kids that suicide isn’t the answer.,1
suicide is my only way. No one would find my body for months and my cats would probably just eat me.,2
"and now, i’m suicidal",1
"when I tried to tell him I was suicidal he was angry with me, even though he said he was my best friend. He laughed at me, so I did my best to keep my pain to myself.",0
girls make me suicidal,0
Suicide isn't a choice. nothing is a choice.,0
i feel extremely suicidal,1
"Meanwhile here, the thought of suicide always get burned every time i look at my cat",0
"I've been detained by police in this exact scenario and forced to ""voluntarily"" admit myself to a hospital for over a week. I don't blame the cops in the slightest. Suicide is serious and needs to be addressed seriously. They don't take guesses at how serious the attempt is.",0
Suicide sounds nice right now,2
"being depressed is a deep hole. I’m being unable to leave bed, taking a bath, brushing my teeth. I only think about suicide and self destruction.",1
Well my suicidal self tingling,1
suicide is only option now,2
I just wanna take a bunch of pills and just tell everyone I'm going to bed and never wake up.,2
this class makes me suicidal,0
I want to commit suicide🔪😔,2
"Not suicidal, I just mean I feel like I’ve done shit all with my life up until now, and have nothing to lose and everything to gain",0
Suicide just became an option for me,1
I remember the first time I was hospitalized was voluntary. I went to the actual medical hospital first and told them I felt like killing myself. They put me in a room on suicide watch until they could transport me to the mental facility. Who is chosen to watch over me? A cop.,0
Finding reasons not to commit suicide,1
i’m panicking so bad. i’m going to fucking kill myself.,2
I’m here if you need any help or just want to talk. I’ve fought depression and being suicidal. I’ve learned a few things and having someone in your corner definitely helped me. So I’m here if you need anything!,0
My feet want to commit suicide and honestly i don’t blame them,1
Suicide is the only thing on my mind,2
"All my friends are dead, and i should be dead too",1
Let me be dead.,2
"All my friends must be dead, because no one is answering their DAMN PHONES lmao ",0
I want to be dead,2
"If the lockdown had the ability to kill off the virus, the virus would be dead by now.",0
i have to wake up at 7 and it’s 1:10. ima be dead at work tomorrow,0
I just wanna be in peace. I just wanna be dead,2
I’m done holding my breath. I have lost too many family members. I just wanna be dead at this point.,2
"And one percent of them will be dead, 20 percent will over burden the Hospitals once again. The protest are so damn stupid. The reason we are staying home is to distance, not go running around with each other crying about being told what to do. ",0
"Your grandma should already be dead, so, really, what's the harm if she dies from Covid19?",0
Democrats hero said 2 million would be dead by now if they did not hurry and put half the country out of work.,0
"Don’t work such long hours. Literally, any of us could be dead in seven days. Temper working with achieving your destiny",0
gonna talk about you in my suicide note,1
Correct! The election was our suicide note. We put ourselves into the hands of a gang of bandits. Look how it turned out.,0
My sister wrote a suicide note today and luckily I found it and I spoke to her about it. Now I'm watching her like crazy. My heart is hurting.,0
I'm just thinking I should tell them about my 2-page suicide note and where should all my belongings go and where my marriage money should be used.,1
This is a suicide note if they come to my house.,0
"I don’t know who needs to hear this, but please spellcheck your suicide note, you don’t want to embarrass yourself",0
i wonder if my mom kept that suicide note i wrote last year,0
Murder. How did she see to write the suicide note if the lamp wasn't even plugged in?,0
I’m going to mention Macgamut in my suicide note,1
"If I had a dollar for every suicide note I’ve written, I could buy some Taco Bell maybe",1
"Murder. The pen is on the left side of the suicide note, implying that the victim was left handed, but the gun is in the right hand",0
Throw himself into the Potomac. After writing IM SORRY 1000 times in his own blood in a suicide note left on the shore,0
i’m putting your name in my suicide note,1
He ran and left a suicide note,0
Last thing I heard was he left a suicide note and gone missing,0
"My Dad's flight just landed. Pray for me. If he heads straight home rather than to a quarantine hotel, a suicide note will be written.",0
Might try and be the first person to include Animal Crossing in their suicide note,1
"To cover Mark's murder, Alan has written him a suicide note...sent my e-mail via his iPhone.",0
"Y’all... idk if I’m alone in this, but does anyone else just lay in bed...not able to sleep, and just plan out their entire suicide note format.",1
im writing YOUR name in my suicide note,1
"My brother's boss called me to say that they found his suicide note left in the copier. He hasn't gone thru with it. His boss talked to him, making him promise not to take his own life. That was 4:30...",0
My suicide note going to read: “Bernie lost. I’m out.”,1
Will you cry when I leave your name on suicide note,1
Where's Jeffrey Epstein's suicide note?,0
how fucked would it be if I wrote my suicide note in qr code.,1
"In his suicide note, he professed his innocence and since he wasn’t found guilty, I’m going to leave it there.",0
I drafted a suicide note in my head during my run today. It’s kind of funny if I say so myself.,1
"The blade is ready and the water in the bath tub is filling up, but there is one more thing I have to do before killing myself . Suicide note, I mean how could I commit suicide and not leave a note? I fetch a piece of paper and pen.",2
"This is the same guy who wrote a suicide note on Twitter don’t take him too seriously, boys",0
"Okay, that would be a suicide note for your party.",0
My tweet is just a really long suicide note,1
He misspelt his own name in his suicide note,0
i don't want to be here anymore. i don’t wanna be alive.,1
i don't want to be here anymore. Just let me die.,2
i don’t want to be here anymore.,0
"No Suicidal Shit, But I Don’t Want To Be Here No More...
I’m Mentally And Emotionally Broken. And Nobody Sees It.",0
"Damn, I don't want to be here",0
I don’t want to be here today,0
"I really don't want to be here, but the screwdrivers I need are not available online",0
i don’t want to be here anymore,0
"All I’ve done this week is cry. I really don’t want to be here, but I’m already a nuisance as it is, and if I go during this thing, it would be so selfish",0
"are late term abortions legal? i'm not pregnant, i just don't want to be here.",1
"Man, life is hard right now. I really don’t want to be here. haha",1
I don’t see a problem with that. i actually don’t want to be here,0
I am really struggling to find reasons to stay alive now.,1
"I don’t want to be here anymore. I don’t even want to be in my own house. I want to go somewhere else and snuggle with my boyfriend, so I can finally let go of all the stress and anxiousness",0
i don’t want to be here if you’re not here,0
Now that the Pentagon is showing UFO photos. can some alien come pick me up and get me off this dying ass planet? I don't want to be here anymore.,0
don’t want to be here anymore. just leave me the fuck alone. stop reminding me how much fuck up I am,1
"I don’t want to be here anymore. I have never been more serious. when I say, I genuinely want Jesus to come snatch me out of this life. It’s so hard to feel hopeful for the future right now.",2
i don't want to be here if can't be with you tonight,0
You don't want to be here. Corona is all over this place.,0
i’m about to cry... i really don’t want to be here,1
"no suicidal shit, but i really don’t want to be here",0
"Being honest when they start participating for wins this week. I'm not going to be here, I don't want to see it. Win or not, I don't want to be here to see anything",0
"I don’t want to be here, but there’s no where else to be.",0
"kill me. I don’t want to be here. it’s boring, and I get no attention",0
I genuinely don't want to be here anymore lol,0
I haven’t done anything today. And that’s because I don’t want to be here.,0
"i don’t want to be here anymore, but i'm too afraid to die.",1
I don't want to be here. Fuck you too bitch.,0
Oh fuck it. I give up. I don't want to be here anymore,1
"genuinely started crying at work, because i don’t want to be here. so bad",0
I don’t want to be here. I just want to die. Always been sad. I’ll never be alright,2
i’m about to just move far the fuck away from everyone and everything. I just don’t want to be HERE anymore.,0
I don’t want to be here. Someone get me out of this place,0
"I don't have anything left, I don't want to be here anymore",0
"I never go home for more than 2 weeks, now I wanna go there till the lockdown is over. I don't want to be here any more",0
goodnight. my depression is getting worse. just don’t want to be here anymore. ,2
Can this all be over now? I don’t want to be here. I just want to leave.,1
"I don’t want to go home, but I also don’t want to be here",0
"I’m sad. I have to wake up on a Monday, and don’t even get to see my classmates. I don’t want to be here anymore and I love you all",0
"Dad, can you come pick me up? I’m scared. I don’t want to be here anymore.",0
I’m tired of everything. I don’t want to be here any longer. sorry,1
"I'm stuck here, and all I want is death. I don't want to be here.",2
i want to kill myself very bad rn,2
I would rather kill myself before I let the world see my tiktok drafts,0
"bored as fuck. might try to kill myself again, just so i can go to hospital and have something to do",1
ok. time to kill myself,2
politics make me wanna fucking kill myself,0
I would kill myself if I had a baby with a lame. I would kill myself if I had a baby with a whore.,0
i’m going to kill myself one day.,1
i wouldn’t kill myself but I would let myself be killed.,0
i really need to kill myself lmao.,1
I can only kill myself once.,0
I want to kill Myself,2
"If I ever had to look at you naked, I would kill myself",0
I tried to kill myself many decades ago and Jesus healed me.,0
I would honestly rather kill myself if Haley wasn’t in my life,0
"alright, i’m gonna kill myself",2
"Sometimes I wanna kill myself, but the thing that keeps me going is my love for Los Angeles.",0
"if i kill myself rn, i don’t have to go to school tomorrow",1
i’m so glad that i didn’t kill myself,0
"I'm not going to kill myself, but I don't care if I die",0
My neighbor is playing Dance Monkey at full volume. I think I wanna kill myself,0
i want to kill myself not because i want to end my life. i just want to end my endless pain.,2
It’s not that i want to kill myself but i also don’t want to live anymore... you feel me?,0
I can’t kill myself because my dog will miss me.,0
"I'm not saying I wanna kill myself or anything but if i had a gun right now and i knew it was going to be painless, i wouldn't care about anything else.",0
might kill myself haha.,1
"Someone, please give me a reason not to kill myself.",1
I’m at the point where I’m not going to kill myself but I could care less if I happen to get hit by a car,1
"So around a year ago, I tried to kill myself. I'm glad it didn’t work.",0
having a dog makes me want to not kill myself. I would 10/10 recommend getting one,0
i hope I can finally kill myself in 2020,1
I’m going to kill myself.,2
I should kill myself before the clock strikes at 12.,2
"This is your last year knowing me, going to kill myself in 2020",2
"Happy new year, I'm going to try not to kill myself at all",0
Everything in my mind makes me want to kill myself,2
Late replies makes me wanna kill myself.,0
"i missed Collins' birthday, i want to fucking kill myself",0
should i kill myself now or later?,1
"I want to commit suicide, but I want to ask someone who have tried it before.",1
Might kill myself in 2 years. No reason and I’m not sad about anything. I just REALLY hate existing and working and pretty much having to do literally anything except music and even that annoys me all time,1
Might just fuck around and kill myself,1
I’m never actually going to kill myself,0
i’m gonna kill myself. i love you all. bye.,2
"Fuck it, can’t kill myself.",0
I actually wanna kill myself,2
"IM GONNA KILL MYSELF. IM GOING TO KILL MYSELF, AND ITS YOUR FAULT",2
"If I had a dollar for every time I wanted to kill myself, I would have enough money to not want to kill myself.",1
i want to kill myself,2
"lemme kill myself, already fuck this",2
All i want is death.,2
Birthday in two days and all I want is death.,2
i'm so depressed. I hate this feeling so much. All i want is death.,2
"i said i was gonna stop being negative, but what the fuck else am i supposed to tweet about? All i want is death.",2
Sometime all i want is death.,1
I don't care anything about my future... All I want is death,2
i am literally so tired right now. all i want is death.,2
Suicide is only thing that feels right.,2
the thought of suicide is the only thing that brings me comfort.,1
Committing suicide is the only thing i can do.,2
suicide is the only thing I thought about this entire day.,1
Well... I'm gonna kill myself tonight,2
"i’m gonna kill myself tonight. if you have any last words, speak now or hold them forever.",2
My dad just found a condom wrapper in my car. I’m gonna kill myself tonight,0
i’m going to kill myself. i am not joking.,2
literally going to kill myself. i hate you all.,2
my birthday is coming up and all I want is death.,2
I just want to die. all I want is death. is that too much to ask for?,2
My birthday is tomorrow and all I want is death,2
maybe i should kill myself so my family and friends will be happy.,1
I should kill myself,2
I should kill myself. It’s gonna be the best for everyone.,2
I have a suicide plan. Couple weeks and I'll be dead.,2
My birthday is tomorrow and all I want is death,2
my birthday is coming up and all I want is death.,2
suicide is my only way out,2
committing a suicide is my only way,2
I feel like suicide is my only way out of this miserable life. I hate my life.,2
"im done, suicide is my only way now. seriously fucking done",2
"Suicide is my only way out here. finally, mom wont have to worry about me anymore!",2
suicide is my only way to run away from my problems permanently.,2
My future is bleak and there is no hope. Suicide is my only way out.,2
i mean what choice do i have anymore? suicide IS my only way out.,2
i'm going to kill myself tonight.,2
I hate myself so fucking much. I’m actually going to kill myself tonight,2
i might kill myself tonight,1
i should kill myself tonight,2
I’m ready to kill myself tonight honestly,2
"Everybody is telling me life is short, but i wanna die",2
"Life is short, but I wanna die.",2
I should just kill myself. what's the point of living.,2
Life is so fucking stupid. I should just kill myself.,2
why does life keep throwing obstacles at me? at this point I just wanna die.,2
At this point I just wanna die. I don't wanna deal with anything anymore.,2
Having a hard time studying physics. at this point I just wanna die,0
At this point I just wanna die with all the pain I'm going threw.,2
"At this point I just wanna die. I know I'm not supposed to be like this, but at this point, I can't stand this no more.",2
I am honestly tired of living the same day over and over.,0
Honestly tired of living.,1
Honestly tired of living right now,1
Honestly tired of living in a country where the existence of a virus is political.,0
I’m honestly tired of living in Ohio.,0
honestly tired of living this life.,1
honestly tired of living at this point,1
honestly tired of living in Texas.,0
Im honestly tired of living here.,0
I just want to leave to Austin already. I'm honestly tired of living here.,0
Honestly tired of living with these people.,0
honestly tired of living. I want to kill myself.,2
honestly tired of living. Just Let me die,2
This world is so sad. man i just wanna die.,2
"man I just wanna die, let me do so today",2
I just wish life was so simple. man I just wanna die already,2
"I don’t know man, I just wanna die already.",1
"man i just wanna die, god please make it fast",2
